Mark,Competitor,DOB,Nat,Pos,Venue,Date
36.84,Jamaica,,JAM,1,"Olympic Stadium, London (GBR)",11 AUG 2012
37.04,Jamaica,,JAM,1,"DS, Daegu (KOR)",04 SEP 2011
37.1,United States,,USA,1,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019
37.27,Jamaica,,JAM,1,"Estádio Olímpico, Rio de Janeiro (BRA)",19 AUG 2016
37.31,Jamaica,,JAM,1,"Olympiastadion, Berlin (GER)",22 AUG 2009
37.36,Jamaica,,JAM,1,"Luzhniki Stadion, Moskva (RUS)",18 AUG 2013
37.36,Jamaica,,JAM,1,"National Stadium, Beijing (CHN)",29 AUG 2015
37.36,Great Britain & NI,,GBR,2,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019
37.38,United States,,USA,1f1,"T. Robinson Stadium, Nassau (BAH)",02 MAY 2015
37.39,Jamaica,,JAM,1h1,"Olympic Stadium, London (GBR)",10 AUG 2012
37.4,United States,,USA,1,"Estadio Olímpico, Barcelona (ESP)",08 AUG 1992
37.4,United States,,USA,1sf1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",21 AUG 1993
37.41,Jamaica,,JAM,1h2,"National Stadium, Beijing (CHN)",29 AUG 2015
37.43,Japan,,JPN,3,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019
37.45,United States,,USA,1,"Letzigrund, Zürich (SUI)",19 AUG 2010
37.47,Great Britain & NI,,GBR,1,"Olympic Stadium, London (GBR)",12 AUG 2017
37.48,United States,,USA,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",22 AUG 1993
37.48,Canada,,CAN,1,"Hayward Field, Eugene, OR (USA)",23 JUL 2022
37.5,United States,,USA,1,"National Stadium, Tokyo (JPN)",01 SEP 1991
37.5,Italy,,ITA,1,"National Stadium, Tokyo (JPN)",06 AUG 2021
37.52,United States,,USA,2,"Olympic Stadium, London (GBR)",12 AUG 2017
37.55,United States,,USA,2,"Hayward Field, Eugene, OR (USA)",23 JUL 2022
37.56,Great Britain & NI,,GBR,1h1,"Khalifa International Stadium, Doha (QAT)",04 OCT 2019
