Mark,Competitor,DOB,Nat,Pos,Venue,Date
41:05,Joshua CHEPTEGEI,12 SEP 1996,UGA,1.0,Nijmegen (NED),18 NOV 2018
41:13,Leonard Patrick KOMON,10 JAN 1988,KEN,1.0,Nijmegen (NED),21 NOV 2010
41:16,Joshua CHEPTEGEI,12 SEP 1996,UGA,1.0,Nijmegen (NED),19 NOV 2017
41:29,Felix LIMO,22 AUG 1980,KEN,1.0,Nijmegen (NED),11 NOV 2001
41:29,Deriba Merga EJIGU,26 OCT 1980,ETH,,Ras Al Khaimah (UAE),20 FEB 2009
41:38,Haile GEBRSELASSIE,18 APR 1973,ETH,2.0,Nijmegen (NED),11 NOV 2001
41:38,Sileshi SIHINE,29 JAN 1983,ETH,1.0,Nijmegen (NED),21 NOV 2004
41:49,Stephen KISSA,01 DEC 1988,UGA,1.0,Nijmegen (NED),17 NOV 2019
41:51,Edwin KIPTOO,14 AUG 1993,KEN,2.0,Nijmegen (NED),17 NOV 2019
41:53,Rhonex KIPRUTO,12 OCT 1999,KEN,1.0,Le Puy-en-Velay (FRA),01 MAY 2019
41:55,Abel KIPCHUMBA,03 FEB 1994,KEN,1.0,Valencia (ESP),08 JUN 2019
41:57,Haile GEBRSELASSIE,18 APR 1973,ETH,1.0,Nijmegen (NED),20 NOV 2005
42:00,Mathew KIMELI,01 APR 1998,KEN,1.0,Le Puy-en-Velay (FRA),01 MAY 2017
42:01,Salim KIPSANG,22 DEC 1979,KEN,3.0,Nijmegen (NED),11 NOV 2001
42:01,Abera KUMA,31 AUG 1990,ETH,2.0,Nijmegen (NED),21 NOV 2010
42:01,Nicholas KIPKEMBOI,05 JUL 1986,KEN,1.0,Nijmegen (NED),18 NOV 2012
42:02,Ayele ABSHERO,28 DEC 1990,ETH,3.0,Nijmegen (NED),21 NOV 2010
42:02,Josphat BOIT,25 NOV 1995,KEN,1.0,Valencia (ESP),02 JUN 2018
42:06,Moses KOECH,05 AUG 1997,KEN,3.0,Nijmegen (NED),17 NOV 2019
42:08,Joshua CHEPTEGEI,12 SEP 1996,UGA,1.0,Nijmegen (NED),13 NOV 2016
42:08,Rogers KIBET,26 MAR 2003,UGA,1.0,Nijmegen (NED),20 NOV 2022
42:12,Paul TERGAT,17 JUN 1969,KEN,1.0,La Courneuve (FRA),29 MAY 1994
42:13,Geoffrey KOECH,28 AUG 1993,KEN,1.0,Heerenberg (NED),01 DEC 2019
