Mark,Competitor,DOB,Nat,Pos,Venue,Date
37:11,Roman RASSKAZOV,28 APR 1979,RUS,1,Saransk (RUS),28 MAY 2000
37:33,Erik TYSSE,04 DEC 1980,NOR,1,Hildesheim (GER),27 AUG 2006
37:44,Erik TYSSE,04 DEC 1980,NOR,1,Os (NOR),12 JUN 2009
37:44,Zhen WANG,24 AUG 1991,CHN,1,Beijing (CHN),18 SEP 2010
37:52,Francisco Javier FERNÁNDEZ,06 MAR 1977,ESP,1,Kraków (POL),08 JUN 2002
37:57,Robert KORZENIOWSKI,30 JUL 1968,POL,2,Kraków (POL),08 JUN 2002
37:57,Yafei CHU,09 MAY 1988,CHN,2,Beijing (CHN),18 SEP 2010
38:00,Francisco Javier FERNÁNDEZ,06 MAR 1977,ESP,1,Kraków (POL),09 JUN 2001
38:00,Giorgio RUBINO,15 APR 1986,ITA,3,Beijing (CHN),18 SEP 2010
38:00,Hao WANG,16 AUG 1989,CHN,4,Beijing (CHN),18 SEP 2010
38:00,Vasiliy MIZINOV,29 DEC 1997,RUS,1,Voronovo (RUS),23 AUG 2020
38:01,Pyotr TROFIMOV,18 DEC 1983,RUS,1,Buy (RUS),13 SEP 2014
38:02,Robert KORZENIOWSKI,30 JUL 1968,POL,2,Kraków (POL),09 JUN 2001
38:04,Artur MELESHKEVICH,11 APR 1975,BLR,3,Kraków (POL),09 JUN 2001
38:07,David SMITH,24 JUL 1955,AUS,1,Sydney (AUS),25 SEP 1986
38:08,Francisco Javier FERNÁNDEZ,06 MAR 1977,ESP,1,San Sebastián (ESP),04 AUG 2007
38:10,Nathan DEAKES,17 AUG 1977,AUS,4,Kraków (POL),09 JUN 2001
38:10,Luis Fernando LÓPEZ,03 JUN 1979,COL,5,Beijing (CHN),18 SEP 2010
38:10,Vasiliy MIZINOV,29 DEC 1997,ANA,1,Voronovo (RUS),03 MAY 2021
38:11,Valeriy BORCHIN,11 SEP 1986,RUS,1,Kraków (POL),30 MAY 2009
38:12,Hatem GHOULA,07 JUN 1973,TUN,,Sesto San Giovanni (ITA),28 MAY 2000
38:12,Francisco Javier FERNÁNDEZ,06 MAR 1977,ESP,1,Madrid (ESP),04 MAR 2006
38:13,Hyunsub KIM,31 MAY 1985,KOR,6,Beijing (CHN),18 SEP 2010
38:17,Andrey RUZAVIN,28 MAR 1986,RUS,1,Saransk (RUS),19 SEP 2009
38:18,Ding CHEN,05 AUG 1992,CHN,1,Wuzhong (CHN),15 DEC 2020
38:18,Jun ZHANG,20 JUL 1998,CHN,2,Wuzhong (CHN),15 DEC 2020
38:19,Ivano BRUGNETTI,01 SEP 1976,ITA,1,Fiumicino (ITA),09 SEP 2007
38:21,Ilya MARKOV,19 JUN 1972,RUS,2,Hildesheim (GER),27 AUG 2006
38:23,Ding CHEN,05 AUG 1992,CHN,7,Beijing (CHN),18 SEP 2010
38:23,Kaihua WANG,16 FEB 1994,CHN,3,Wuzhong (CHN),15 DEC 2020
38:24,Jefferson PÉREZ,01 JUL 1974,ECU,3,Kraków (POL),08 JUN 2002
38:24,Ivano BRUGNETTI,01 SEP 1976,ITA,1,Saluzzo (ITA),04 AUG 2004
38:25,Francisco Javier FERNÁNDEZ,06 MAR 1977,ESP,1,San Fernando de Maspalomas (ESP),03 FEB 2007
38:25,Ilya MARKOV,19 JUN 1972,RUS,2,San Fernando de Maspalomas (ESP),03 FEB 2007
38:26,Erik TYSSE,04 DEC 1980,NOR,1,Hildesheim (GER),28 AUG 2005
38:28,Francisco Javier FERNÁNDEZ,06 MAR 1977,ESP,1,Mortalaz (ESP),26 APR 2008
38:28,Stanislav YEMELYANOV,23 OCT 1990,RUS,2,Saransk (RUS),19 SEP 2009
38:29,Jared TALLENT,17 OCT 1984,AUS,8,Beijing (CHN),18 SEP 2010
38:30,Ilya MARKOV,19 JUN 1972,RUS,2,Madrid (ESP),04 MAR 2006
38:31,Eder SÁNCHEZ,21 MAY 1986,MEX,3,Saransk (RUS),19 SEP 2009
38:33,Francisco Javier FERNÁNDEZ,06 MAR 1977,ESP,1,Kraków (POL),12 JUN 2004
38:34,Valdas KAZLAUSKAS,23 FEB 1958,URS,1,Hildesheim (GER),10 JUN 1989
38:38,Erik TYSSE,04 DEC 1980,NOR,2,Kraków (POL),30 MAY 2009
