Mark,Competitor,DOB,Nat,Pos,Venue,Date
1:27.46,United States Blue,,USA,1,"Philadelphia, PA (USA)",29 APR 2000
1:28.05,Texas,,INT,1f3,"Mike A. Myers Stadium, Austin, TX (USA)",01 APR 2023
1:28.15,German Democratic Republic,,GDR,1,Jena (GDR),09 AUG 1980
1:28.77,Tumbleweed Track Club,,INT,1f1,"Gainesville, FL (USA)",01 APR 2017
1:28.77,Pure Athletics,,INT,1,"Gainesville, FL (USA)",31 MAR 2018
1:28.78,Oregon,,USA,2f1,"Gainesville, FL (USA)",01 APR 2017
1:29.03,Texas,,INT,1f2,"Mike A. Myers Stadium, Austin, TX (USA)",26 MAR 2022
1:29.04,Jamaica,,JAM,1,"T. Robinson Stadium, Nassau (BAH)",22 APR 2017
1:29.24,NIKE,,USA,1,"Philadelphia, PA (USA)",25 APR 1998
1:29.25,Pure Athletics,,INT,1f1,"Gainesville, FL (USA)",30 MAR 2019
1:29.42,Texas A&M,,USA,1,"Philadelphia, PA (USA)",24 APR 2010
1:29.45,United States,,USA,1,"T. Robinson Stadium, Nassau (BAH)",25 MAY 2014
1:29.61,Great Britain & NI,,GBR,2,"T. Robinson Stadium, Nassau (BAH)",25 MAY 2014
1:29.71,Pure Athletics,,INT,3f1,"Gainesville, FL (USA)",01 APR 2017
1:29.78,Louisiana State,,INT,1,"Philadelphia, PA (USA)",26 APR 2003
1:29.86,Empire Athletics,,USA,4f1,"Gainesville, FL (USA)",01 APR 2017
1:29.89,Texas A&M,,INT,1f2,"Austin, TX (USA)",01 APR 2017
1:29.96,Texas A&M,,USA,1,"Philadelphia, PA (USA)",30 APR 2011
1:29.98,Texas A&M,,USA,1f1,"Philadelphia, PA (USA)",27 APR 2013
1:30.01,United States Blue,,USA,1,"Philadelphia, PA (USA)",24 APR 2004
1:30.01,Louisiana State,,INT,1f2,"Austin, TX (USA)",31 MAR 2012
1:30.04,Jamaica,,JAM,3,"T. Robinson Stadium, Nassau (BAH)",25 MAY 2014
1:30.07,Louisiana State,,INT,1,"Austin, TX (USA)",05 APR 2003
1:30.21,Texas A&M,,USA,1f1,"Philadelphia, PA (USA)",26 APR 2014
1:30.23,NIKE,,INT,1f1,"Philadelphia, PA (USA)",24 APR 1999
1:30.23,Jamaica,,JAM,1,"Philadelphia, PA (USA)",28 APR 2001
1:30.26,University of Texas,,USA,2f1,"Philadelphia, PA (USA)",26 APR 2014
1:30.28,Texas A&M,,USA,1,"Philadelphia, PA (USA)",25 APR 2009
1:30.42,Louisiana State,,INT,1f1,"Austin, TX (USA)",02 APR 2004
1:30.43,South Florida Elite,,INT,1f1,"Gainesville, FL (USA)",03 APR 2009
1:30.52,Nigeria,,NGR,1,"T. Robinson Stadium, Nassau (BAH)",02 MAY 2015
1:30.55,Star Athletics,,USA,1f1,"Mike A. Myers Stadium, Austin, TX (USA)",26 MAR 2022
1:30.56,Pure Athletics,,INT,1f1,"Gainesville, FL (USA)",02 APR 2016
1:30.60,Louisiana State,,USA,1,"Baton Rouge, LA (USA)",29 APR 2017
1:30.61,Texas A&M,,USA,1h1,"Philadelphia, PA (USA)",25 APR 2014
1:30.65,Sprint Tech Track Club,,JAM,1,Montego Bay (JAM),08 FEB 2014
1:30.65,Hurdle Mechanic,,USA,2f1,"Mike A. Myers Stadium, Austin, TX (USA)",26 MAR 2022
1:30.68,Germany,,GER,2,"T. Robinson Stadium, Nassau (BAH)",22 APR 2017
1:30.74,Ukraine,,URS,1,Moskva (URS),29 JUL 1979
1:30.76,Kentucky,,INT,1f1,"Knoxville, TN (USA)",14 APR 2018
1:30.80,UTech,,JAM,1f1,"Philadelphia, PA (USA)",25 APR 2015
1:30.85,United States Blue,,USA,2,"Philadelphia, PA (USA)",28 APR 2001
1:30.87,United States,,USA,3,"T. Robinson Stadium, Nassau (BAH)",22 APR 2017
1:30.88,Louisiana State,,INT,1f2,"Austin, TX (USA)",09 APR 2011
1:30.93,University of Texas,,USA,1f1,"Austin, TX (USA)",03 APR 1999
1:30.93,University of Texas,,INT,2,"Philadelphia, PA (USA)",30 APR 2011
1:30.96,Texas A&M,,INT,1h3,"Philadelphia, PA (USA)",25 APR 2008
1:30.98,University of Texas,,INT,2f2,"Austin, TX (USA)",31 MAR 2012
1:30.99,USC,,INT,1f1,"Gainesville, FL (USA)",05 APR 2014
1:31.00,Texas A&M,,USA,1h1,"Philadelphia, PA (USA)",23 APR 2010
1:31.00,Star Athletics,,INT,5f1,"Gainesville, FL (USA)",01 APR 2017
1:31.01,South Carolina,,USA,1f2,"Philadelphia, PA (USA)",29 APR 2000
1:31.02,Speed Divas,,USA,1f1,"Gainesville, FL (USA)",02 APR 2011
1:31.06,United States,,USA,1h1,"T. Robinson Stadium, Nassau (BAH)",22 APR 2017
1:31.13,Adidas,,INT,2f1,"Philadelphia, PA (USA)",24 APR 1999
1:31.16,Germany,,GER,2h1,"T. Robinson Stadium, Nassau (BAH)",22 APR 2017
1:31.17,Texas A&M,,USA,2f1,"Philadelphia, PA (USA)",25 APR 2015
1:31.17,United States,,USA,1,"Philadelphia, PA (USA)",30 APR 2016
1:31.19,Auburn,,INT,2f1,"Philadelphia, PA (USA)",25 APR 2009
1:31.21,Texas A&M,,INT,1,"Philadelphia, PA (USA)",26 APR 2008
1:31.24,Louisiana State,,INT,1f1,"Philadelphia, PA (USA)",28 APR 2001
1:31.25,Oregon B,,USA,1f2,"Gainesville, FL (USA)",01 APR 2017
1:31.28,Texas A&M,,USA,3f2,"Austin, TX (USA)",31 MAR 2012
1:31.29,Jamaica,,JAM,1h2,"T. Robinson Stadium, Nassau (BAH)",22 APR 2017
1:31.30,Louisiana State,,USA,1f2,"Austin, TX (USA)",02 APR 2016
1:31.31,Bahamas,,BAH,4,"T. Robinson Stadium, Nassau (BAH)",25 MAY 2014
1:31.34,Jamaica,,JAM,2,"Philadelphia, PA (USA)",30 APR 2016
1:31.41,Texas A&M,,USA,1f2,"Austin, TX (USA)",03 APR 2010
1:31.41,USC,,INT,1f2,"Gainesville, FL (USA)",04 APR 2015
1:31.45,Pure Athletics,,USA,2f1,"Gainesville, FL (USA)",05 APR 2014
1:31.49,Russia,,RUS,1,Portsmouth (GBR),05 JUN 1993
1:31.49,Star Athletics,,USA,2f1,"Gainesville, FL (USA)",02 APR 2016
1:31.51,Tennessee,,INT,1f2,"Gainesville, FL (USA)",02 APR 2016
1:31.56,South Carolina,,USA,1,"Philadelphia, PA (USA)",28 APR 2007
1:31.57,Great Britain & NI,,GBR,1,London (GBR),20 AUG 1977
1:31.57,Moskva,,URS,2,Moskva (URS),29 JUL 1979
1:31.57,USC,,USA,1f1,"Philadelphia, PA (USA)",30 APR 2005
1:31.57,Hurdle Mechanic ' B',,INT,3f1,"Mike A. Myers Stadium, Austin, TX (USA)",26 MAR 2022
1:31.58,Louisiana State,,INT,2,"Philadelphia, PA (USA)",28 APR 2007
1:31.58,University of Texas,,USA,1f2,"Austin, TX (USA)",29 MAR 2014
1:31.59,Auburn,,INT,2,"Philadelphia, PA (USA)",24 APR 2010
1:31.62,South Carolina,,USA,1f1,"Gainesville, FL (USA)",26 MAR 2004
1:31.63,Louisiana State,,INT,1f1,"Austin, TX (USA)",07 APR 2001
1:31.64,South Carolina,,INT,1f1,"Knoxville, TN (USA)",15 APR 2005
1:31.69,Star Athletics,,USA,1,"PVAMU Track Stadium, Prairie View, TX (USA)",27 MAR 2021
1:31.70,Louisiana State,,INT,3,"Philadelphia, PA (USA)",24 APR 2010
1:31.73,Jamaica,,JAM,2,"T. Robinson Stadium, Nassau (BAH)",02 MAY 2015
1:31.75,Switzerland,,SUI,5,"T. Robinson Stadium, Nassau (BAH)",25 MAY 2014
1:31.77,Louisiana State,,INT,2,"Philadelphia, PA (USA)",26 APR 2008
1:31.77,Baylor,,INT,2f3,"Mike A. Myers Stadium, Austin, TX (USA)",01 APR 2023
1:31.80,Alabama,,INT,1f3,"Gainesville, FL (USA)",30 MAR 2019
1:31.82,Texas A&M,,USA,2f2,"Austin, TX (USA)",29 MAR 2014
1:31.83,Tennessee,,INT,1f1,"Gainesville, FL (USA)",25 MAR 2005
1:31.84,Auburn,,INT,1h1,"Philadelphia, PA (USA)",29 APR 2011
1:31.84,Tennessee,,INT,1,"Philadelphia, PA (USA)",30 APR 2016
1:31.86,Louisiana State,,INT,1f1,"Philadelphia, PA (USA)",28 APR 2012
1:31.88,Texas A&M,,INT,1f2,"Austin, TX (USA)",30 MAR 2019
1:31.97,University of Texas,,USA,1f1,"Austin, TX (USA)",09 APR 2005
1:31.98,Ukraine,,UKR,2,Portsmouth (GBR),05 JUN 1993
1:31.98,United States,,USA,1,"Philadelphia, PA (USA)",25 APR 2015
1:31.98,Jamaica,,JAM,2,"Philadelphia, PA (USA)",25 APR 2015
1:32.01,Texas A&M,,USA,2f2,"Austin, TX (USA)",09 APR 2011
1:32.02,G.C. Foster College,,JAM,1h2,"Philadelphia, PA (USA)",25 APR 2008
1:32.02,GW Exp,,INT,1f1,"Gainesville, FL (USA)",06 APR 2013
1:32.03,Louisiana State,,INT,3,"Philadelphia, PA (USA)",25 APR 2009
1:32.06,Texas A&M,,INT,3,"Philadelphia, PA (USA)",28 APR 2007
1:32.08,Pauline Davis Track Club,,INT,2f1,"Knoxville, TN (USA)",15 APR 2005
1:32.12,South Florida Elite,,INT,1f1,"Gainesville, FL (USA)",04 APR 2008
1:32.16,South Carolina,,USA,1f3,"Gainesville, FL (USA)",06 APR 2007
1:32.16,France,,FRA,1f1,"International Stadium, Yokohama (JPN)",12 MAY 2019
1:32.17,France,,FRA,1,Paris (FRA),09 JUL 1982
1:32.17,Clemson TC,,INT,1f1,"Knoxville, TN (USA)",15 APR 2000
1:32.23,France,,FRA,6,"T. Robinson Stadium, Nassau (BAH)",25 MAY 2014
1:32.24,Purdue,,USA,1f3,"Des Moines, IA (USA)",28 APR 2018
1:32.25,Texas A&M,,USA,2f1,"Philadelphia, PA (USA)",28 APR 2012
1:32.26,Russia,,URS,3,Moskva (URS),29 JUL 1979
1:32.29,University of Texas,,INT,1h3,"Philadelphia, PA (USA)",29 APR 2011
1:32.31,Texas A&M,,USA,1f2,"Austin, TX (USA)",04 APR 2009
1:32.31,Auburn,,INT,1h2,"Philadelphia, PA (USA)",23 APR 2010
1:32.33,Louisiana State,,USA,1f1,"Baton Rouge, LA (USA)",26 MAR 2011
1:32.37,University of Texas,,USA,1f2,"Austin, TX (USA)",30 MAR 2013
1:32.38,Speed Elite,,USA,1f1,"Gainesville, FL (USA)",07 APR 2012
1:32.38,UTech,,INT,1h3,"Philadelphia, PA (USA)",24 APR 2015
1:32.38,Louisiana State,,USA,3f1,"Philadelphia, PA (USA)",25 APR 2015
1:32.38,Purdue,,USA,2,"Gainesville, FL (USA)",31 MAR 2018
1:32.39,Stellar Athletics,,INT,2f1,"Gainesville, FL (USA)",03 APR 2009
1:32.40,Texas A&M,,INT,1f1,"Tallahassee, FL (USA)",28 MAR 2008
1:32.40,Caribbean All-Stars,,INT,3,"Philadelphia, PA (USA)",25 APR 2015
1:32.41,Louisiana State,,INT,2f2,"Philadelphia, PA (USA)",29 APR 2000
1:32.41,Texas A&M,,INT,1f2,"Austin, TX (USA)",28 MAR 2015
1:32.45,BJPTC,,USA,3f1,"Gainesville, FL (USA)",05 APR 2014
1:32.45,USC,,USA,2f2,"Austin, TX (USA)",01 APR 2017
1:32.48,Bulgaria,,BUL,1,Bourges (FRA),20 JUN 1981
1:32.51,University of Texas,,INT,3f2,"Austin, TX (USA)",09 APR 2011
1:32.52,United States Red,,USA,2f1,"Philadelphia, PA (USA)",27 APR 2002
1:32.53,University of Texas,,USA,2f2,"Austin, TX (USA)",28 MAR 2015
1:32.53,Nigeria,,NGR,4,"Philadelphia, PA (USA)",25 APR 2015
1:32.55,Texas A&M,,USA,1h1,"Philadelphia, PA (USA)",26 APR 2013
1:32.56,Louisiana State,,INT,2h2,"Philadelphia, PA (USA)",25 APR 2008
1:32.60,University of Texas,,INT,2f2,"Austin, TX (USA)",02 APR 2016
1:32.61,Total Sports,,INT,1f1,"Lawrence, KS (USA)",19 APR 2008
1:32.62,Texas A&M,,USA,2f2,"Austin, TX (USA)",30 MAR 2013
1:32.62,Trinidad and Tobago,,TTO,3h1,"T. Robinson Stadium, Nassau (BAH)",22 APR 2017
1:32.62,United States Red,,USA,1,"Prairie View, TX (USA)",23 MAR 2019
1:32.63,Trinidad and Tobago,,TTO,4,"T. Robinson Stadium, Nassau (BAH)",22 APR 2017
1:32.64,Louisiana State,,INT,1f4,"Baton Rouge, LA (USA)",24 MAR 2012
1:32.64,Star Athletics,,USA,1,"Prairie View, TX (USA)",03 APR 2021
1:32.65,Texas A&M,,USA,1h5,"Philadelphia, PA (USA)",29 APR 2011
1:32.66,Rutgers,,USA,2f1,"Philadelphia, PA (USA)",27 APR 2013
1:32.67,Star Athletics,,USA,2f1,"Gainesville, FL (USA)",06 APR 2013
1:32.68,Tiger Olympians,,INT,1f1,"Baton Rouge, LA (USA)",18 APR 2009
1:32.69,Houston,,USA,4,"Philadelphia, PA (USA)",24 APR 2010
1:32.69,UTech,,JAM,2,"Philadelphia, PA (USA)",30 APR 2016
1:32.70,Louisiana State,,INT,1f1,"Austin, TX (USA)",08 APR 2006
1:32.72,South Africa,,RSA,1,Bloemfontein (RSA),09 MAR 1987
1:32.76,PR of China,,CHN,2f1,"International Stadium, Yokohama (JPN)",12 MAY 2019
1:32.77,United States Red,,USA,2,"Philadelphia, PA (USA)",29 APR 2000
1:32.77,Louisiana State,,INT,2f1,"Philadelphia, PA (USA)",30 APR 2005
1:32.78,South Carolina,,INT,1,"Philadelphia, PA (USA)",26 APR 2019
1:32.81,UCF,,USA,2f1,"Gainesville, FL (USA)",02 APR 2011
1:32.84,Texas A&M,,USA,1h1,"Philadelphia, PA (USA)",27 APR 2012
1:32.85,Canada,,CAN,2f1,Bourges (FRA),20 JUN 1981
1:32.85,Auburn,,INT,1h3,"Philadelphia, PA (USA)",24 APR 2009
1:32.85,Tennessee,,INT,1h2,"Philadelphia, PA (USA)",29 APR 2016
1:32.87,USC,,INT,1f1,"Los Angeles, CA (USA)",03 MAR 2007
1:32.90,Texas A&M,,INT,1h1,"Philadelphia, PA (USA)",24 APR 2015
1:32.92,Tennessee,,USA,2f1,"Knoxville, TN (USA)",14 APR 2018
1:32.93,Leningrad,,URS,4,Moskva (URS),29 JUL 1979
1:32.94,UTech,,JAM,2,Montego Bay (JAM),08 FEB 2014
1:32.98,Kentucky,,INT,1f4,"Drake Stadium, Des Moines, IA (USA)",29 APR 2022
1:33.00,Florida,,INT,1h4,"Philadelphia, PA (USA)",29 APR 2005
1:33.00,South Carolina,,USA,3f1,"Philadelphia, PA (USA)",26 APR 2014
1:33.00,Canada,,CAN,6f1,"Gainesville, FL (USA)",01 APR 2017
1:33.00,South Carolina B,,INT,2f3,"Gainesville, FL (USA)",30 MAR 2019
1:33.01,Clemson,,USA,3f1,"Gainesville, FL (USA)",02 APR 2011
1:33.04,Arkansas,,INT,4f2,"Austin, TX (USA)",31 MAR 2012
1:33.05,Louisiana State,,INT,1f3,"Austin, TX (USA)",06 APR 2002
1:33.05,Jamaica,,JAM,3f1,"Philadelphia, PA (USA)",27 APR 2002
1:33.07,G.C. Foster College,,INT,3f1,"Philadelphia, PA (USA)",27 APR 2013
1:33.08,Baylor,,USA,1f3,"Des Moines, IA (USA)",29 APR 2011
1:33.08,Star Athletics,,USA,1f1,"Gainesville, FL (USA)",04 APR 2015
1:33.08,Nigeria,,NGR,5,"T. Robinson Stadium, Nassau (BAH)",22 APR 2017
1:33.09,Penn State,,INT,4f1,"Philadelphia, PA (USA)",26 APR 2014
1:33.11,Louisiana State,,INT,1h2,"Philadelphia, PA (USA)",27 APR 2012
1:33.14,Georgia,,INT,1f1,"Des Moines, IA (USA)",28 APR 2001
1:33.14,USATF High Performance C,,USA,1f2,"Gainesville, FL (USA)",30 MAR 2019
1:33.15,Empire Athletics,,INT,7f1,"Gainesville, FL (USA)",01 APR 2017
1:33.17,Nigeria,,NGR,,"College Station, TX (USA)",12 APR 1986
1:33.17,Houston,,USA,4f2,"Austin, TX (USA)",09 APR 2011
1:33.17,Hydel High U20,,JAM,1,"National Stadium, Kingston (JAM)",25 FEB 2023
1:33.19,Baylor,,INT,2f1,"Des Moines, IA (USA)",28 APR 2001
1:33.21,Jamaica,,JAM,3f1,"International Stadium, Yokohama (JPN)",12 MAY 2019
1:33.27,Texas A&M,,INT,2f2,"Mike A. Myers Stadium, Austin, TX (USA)",26 MAR 2022
1:33.30,Houston,,USA,1h3,"Philadelphia, PA (USA)",23 APR 2010
1:33.33,Pauline Davis Track Club,,INT,1f1,"Knoxville, TN (USA)",13 APR 2007
1:33.33,Quickstars,,USA,4f1,"Gainesville, FL (USA)",02 APR 2011
1:33.34,Purdue,,INT,3f2,"Austin, TX (USA)",02 APR 2016
1:33.34,Miami,,USA,3f3,"Gainesville, FL (USA)",30 MAR 2019
1:33.37,South Carolina,,INT,1f1,"Conway, SC (USA)",18 MAR 2016
1:33.38,Connecticut,,USA,5f1,"Philadelphia, PA (USA)",26 APR 2014
1:33.40,Canada,,CAN,2,"Philadelphia, PA (USA)",24 APR 2004
1:33.43,St. Thomas Aquinas HS FL,,USA,1f1,"Gainesville, FL (USA)",04 APR 2014
1:33.43,University of Texas,,INT,1h2,"Philadelphia, PA (USA)",25 APR 2014
1:33.45,South Carolina,,USA,1h6,"Philadelphia, PA (USA)",25 APR 2014
1:33.46,Texas A&M,,INT,1f2,"Austin, TX (USA)",05 APR 2008
1:33.46,Indiana Tech,,USA,4f1,"Philadelphia, PA (USA)",27 APR 2013
1:33.46,Houston,,INT,5f1,"Philadelphia, PA (USA)",27 APR 2013
1:33.46,Texas,,INT,1,"Fayetteville, AR (USA)",28 APR 2018
1:33.47,St. Thomas Aquinas HS FL,,USA,1f2,"Austin, TX (USA)",29 MAR 2014
1:33.50,Oklahoma,,INT,2f2,"Austin, TX (USA)",04 APR 2009
1:33.52,Florida State,,INT,2h2,"Philadelphia, PA (USA)",23 APR 2010
1:33.52,High Performance,,USA,2f1,"Gainesville, FL (USA)",30 MAR 2019
1:33.54,Alabama,,INT,3f2,"Philadelphia, PA (USA)",29 APR 2000
1:33.58,Louisiana State,,INT,2f2,"Austin, TX (USA)",05 APR 2008
1:33.61,USC,,INT,1f1,"Austin, TX (USA)",31 MAR 2012
1:33.61,South Carolina,,USA,1f2,"Gainesville, FL (USA)",05 APR 2014
1:33.61,Germany,,GER,3,"T. Robinson Stadium, Nassau (BAH)",02 MAY 2015
1:33.62,Clemson,,INT,3,"Philadelphia, PA (USA)",30 APR 2011
1:33.64,University of Texas,,USA,2f1,"Austin, TX (USA)",07 APR 2001
1:33.65,Maryland Elite Athletic Club,,INT,3f1,"Philadelphia, PA (USA)",29 APR 2000
1:33.67,GW Exp,,INT,4f1,"Gainesville, FL (USA)",05 APR 2014
1:33.67,Purdue,,INT,2f1,"Conway, SC (USA)",18 MAR 2016
1:33.68,South Plains,,INT,1f1,"Austin, TX (USA)",03 APR 2010
1:33.68,UTech,,JAM,1,Montego Bay (JAM),14 FEB 2015
1:33.70,Kentucky,,USA,1f4,"Des Moines, IA (USA)",27 APR 2019
1:33.71,Nigeria,,NGR,7,"T. Robinson Stadium, Nassau (BAH)",25 MAY 2014
1:33.71,Sprintec,,JAM,1,Montego Bay (JAM),10 FEB 2018
1:33.73,ARAK,,HUN,1,Székesfehérvár (HUN),17 MAY 2015
1:33.78,Miami,,INT,1f2,"Gainesville, FL (USA)",04 APR 2008
1:33.78,Nigeria,,NGR,2h2,"T. Robinson Stadium, Nassau (BAH)",22 APR 2017
1:33.79,South Carolina,,USA,1,"Philadelphia, PA (USA)",29 APR 2017
1:33.80,Star Athletics B,,INT,2,"PVAMU Track Stadium, Prairie View, TX (USA)",27 MAR 2021
1:33.81,South Carolina,,USA,2f2,"Gainesville, FL (USA)",02 APR 2016
1:33.83,South Plains,,INT,5f2,"Austin, TX (USA)",09 APR 2011
1:33.83,UCF,,INT,1f2,"Gainesville, FL (USA)",07 APR 2012
1:33.83,Duke,,INT,4f1,"Philadelphia, PA (USA)",25 APR 2015
1:33.84,Clemson,,USA,5,"Philadelphia, PA (USA)",24 APR 2010
1:33.85,Clemson,,INT,1h4,"Philadelphia, PA (USA)",29 APR 2011
1:33.86,UTech,,JAM,2,"Philadelphia, PA (USA)",26 APR 2019
1:33.87,Clemson,,USA,6f2,"Austin, TX (USA)",09 APR 2011
1:33.92,Clemson,,INT,3f1,"Philadelphia, PA (USA)",28 APR 2012
1:33.92,Clemson,,INT,3f2,"Mike A. Myers Stadium, Austin, TX (USA)",26 MAR 2022
1:33.96,Arkansas,,INT,2f3,"Des Moines, IA (USA)",29 APR 2011
1:33.98,Houston,,USA,2h4,"Philadelphia, PA (USA)",29 APR 2011
1:33.99,PR of China,,CHN,3h2,"T. Robinson Stadium, Nassau (BAH)",22 APR 2017
1:34.00,Germany,,GER,3,Portsmouth (GBR),05 JUN 1993
1:34.00,Great Britain & NI,,GBR,4,Portsmouth (GBR),05 JUN 1993
