Mark,Competitor,DOB,Nat,Pos,Venue,Date
29:14,Yalemzerf YEHUALAW,03 AUG 1999,ETH,1,Castellón (ESP),27 FEB 2022
29:19,Yalemzerf YEHUALAW,03 AUG 1999,ETH,1,Valencia (ESP),15 JAN 2023
29:38,Kalkidan GEZAHEGNE,08 MAY 1991,BRN,1,Genève (SUI),03 OCT 2021
29:43,Joyciline JEPKOSGEI,08 DEC 1993,KEN,1,Praha (CZE),09 SEP 2017
29:46,Sheila CHEPKIRUI,27 DEC 1990,KEN,1,Valencia (ESP),12 JAN 2020
29:50,Rosemary WANJIRU,09 DEC 1994,KEN,2,Valencia (ESP),12 JAN 2020
29:50,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,1,Valencia (ESP),03 OCT 2021
29:51,Norah JERUTO,02 OCT 1995,KEN,3,Valencia (ESP),12 JAN 2020
29:57,Sheila CHEPKIRUI,27 DEC 1990,KEN,1,Praha (CZE),07 SEP 2019
29:57,Dorcas Jepchumba KIMELI,05 JUL 1997,KEN,2,Praha (CZE),07 SEP 2019
30:01,Agnes Jebet TIROP,23 OCT 1995,KEN,1,Herzogenaurach (GER),12 SEP 2021
30:01,Jesca CHELANGAT,09 JAN 1998,KEN,2,Valencia (ESP),15 JAN 2023
30:05,Lonah Chemtai SALPETER,12 DEC 1988,ISR,1,Tilburg (NED),01 SEP 2019
30:06,Fancy CHEMUTAI,20 MAR 1995,KEN,2,Praha (CZE),09 SEP 2017
30:07,Norah JERUTO,02 OCT 1995,KEN,3,Praha (CZE),07 SEP 2019
30:07,Sheila CHEPKIRUI,27 DEC 1990,KEN,1,Brasov (ROU),25 SEP 2022
30:08,Norah JERUTO,02 OCT 1995,KEN,2,Valencia (ESP),03 OCT 2021
30:12,Senbere TEFERI,03 MAY 1995,ETH,1,"New York, NY (USA)",10 JUN 2023
30:14,Vicoty CHEPNGENO,12 NOV 1993,KEN,2,Castellón (ESP),27 FEB 2022
30:15,Tsehay GEMECHU,12 DEC 1998,ETH,1,Valencia (ESP),13 JAN 2019
30:15,Hellen OBIRI,13 DEC 1989,KEN,1,Manchester (GBR),22 MAY 2022
30:15,Esther BORURA,05 JAN 2000,KEN,3,Valencia (ESP),15 JAN 2023
30:16,Irine Chepet CHEPTAI,04 FEB 1992,KEN,1,Praha (CZE),03 SEP 2022
30:17,Sheila CHEPKIRUI,27 DEC 1990,KEN,2,Herzogenaurach (GER),12 SEP 2021
30:19,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KEN,1,Praha (CZE),08 SEP 2018
30:19,Celliphine Chepteek CHESPOL,23 MAR 1999,KEN,1,Lille (FRA),06 NOV 2021
30:19,Eilish MCCOLGAN,25 NOV 1990,GBR,2,Manchester (GBR),22 MAY 2022
30:19,Hellen OBIRI,13 DEC 1989,KEN,2,"New York, NY (USA)",10 JUN 2023
30:20,Agnes Jebet TIROP,23 OCT 1995,KEN,2,Genève (SUI),03 OCT 2021
30:21,Paula RADCLIFFE,17 DEC 1973,GBR,1,San Juan (PUR),23 FEB 2003
30:22,Fancy CHEMUTAI,20 MAR 1995,KEN,2,Praha (CZE),08 SEP 2018
30:23,Fancy CHEMUTAI,20 MAR 1995,KEN,1,Appingedam (NED),24 JUN 2017
30:23,Diana Chemtai KIPYOKEI,05 MAY 1994,KEN,3,Praha (CZE),08 SEP 2018
30:23,Kalkidan GEZAHEGNE,08 MAY 1991,BRN,1,Ourense (ESP),14 NOV 2021
30:23,Jesca CHELANGAT,09 JAN 1998,KEN,2,Praha (CZE),03 SEP 2022
30:23,Irine Jepchumba KIMAIS,10 OCT 1998,KEN,1,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023
30:24,Violah JEPCHUMBA,23 OCT 1990,BRN,1,Praha (CZE),10 SEP 2016
30:24,Fantaye BELAYNEH,15 SEP 2000,ETH,1,Herzogenaurach (GER),30 APR 2022
30:24,Sarah CHELANGAT,05 JUN 2001,UGA,4,Valencia (ESP),15 JAN 2023
30:26,Gloria KITE,10 JAN 1998,KEN,2,Valencia (ESP),13 JAN 2019
30:26,Eilish MCCOLGAN,25 NOV 1990,GBR,1,London (GBR),02 MAY 2022
30:26,Fotyen TESFAY,17 FEB 1998,ETH,2,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023
30:27,Agnes Jebet NGETICH,23 JAN 2001,KEN,3,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023
30:28,Sheila CHEPKIRUI,27 DEC 1990,KEN,3,Praha (CZE),09 SEP 2017
30:28,Celliphine Chepteek CHESPOL,23 MAR 1999,KEN,3,Genève (SUI),03 OCT 2021
30:28,Janeth CHEPNGETICH,23 JUL 1998,KEN,4,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023
30:28,Alem NIGUSSIE,2002,ETH,1,Langueux (FRA),17 JUN 2023
30:29,Asmae LEGHZAOUI,30 AUG 1976,MAR,1,"New York, NY (USA)",08 JUN 2002
30:29,Ruth CHEPNGETICH,08 AUG 1994,KEN,3,Manchester (GBR),22 MAY 2022
30:29,Diane VAN ES,22 MAR 1999,NED,1,Schoorl (NED),12 FEB 2023
30:29,Tsigie GEBRESELAMA,30 SEP 2000,ETH,1,Paderborn (GER),08 APR 2023
30:30,Tirunesh DIBABA,01 OCT 1985,ETH,1,Tilburg (NED),01 SEP 2013
30:30,Agnes Jebet NGETICH,23 JAN 2001,KEN,2,Brasov (ROU),25 SEP 2022
30:31,Daisy CHEROTICH,30 MAY 1997,KEN,2,Lille (FRA),06 NOV 2021
30:31,Sarah CHELANGAT,05 JUN 2001,UGA,3,Brasov (ROU),25 SEP 2022
30:32,Norah JERUTO,02 OCT 1995,KEN,1,Houilles (FRA),29 DEC 2019
30:32,Karoline Bjerkeli GRØVDAL,14 JUN 1990,NOR,1,Hole (NOR),17 OCT 2020
30:33,Eva CHERONO,15 AUG 1996,KEN,1,Lens (FRA),04 JUL 2021
30:33,Joyce Chepkemoi TELE,03 MAY 1995,KEN,2,Herzogenaurach (GER),30 APR 2022
30:34,Naomi CHEPNGENO,22 DEC 1994,KEN,1,Laredo (ESP),16 OCT 2021
30:34,Senayet GETACHEW,01 OCT 2005,ETH,5,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023
30:35,Norah JERUTO,02 OCT 1995,KEN,1,Valencia (ESP),09 JAN 2022
30:35,Sheila CHEPKIRUI,27 DEC 1990,KEN,3,Herzogenaurach (GER),30 APR 2022
30:35,Irine Chepet CHEPTAI,04 FEB 1992,KEN,1,Bengaluru (IND),15 MAY 2022
30:36,Fancy CHEMUTAI,20 MAR 1995,KEN,1,"Boston, MA (USA)",23 JUN 2019
30:37,Joyce CHEPKIRUI,20 AUG 1988,KEN,1,Berlin (GER),13 OCT 2013
30:37,Fancy CHEMUTAI,20 MAR 1995,KEN,4,Praha (CZE),07 SEP 2019
30:38,Liz MCCOLGAN,24 MAY 1964,GBR,1,"Orlando, FL (USA)",11 MAR 1989
30:38,Paula RADCLIFFE,17 DEC 1973,GBR,1,London (GBR),22 SEP 2002
30:38,Joyce CHEPKIRUI,20 AUG 1988,KEN,1,Tilburg (NED),04 SEP 2011
30:38,Tadelech BEKELE,11 APR 1991,ETH,2,Berlin (GER),13 OCT 2013
30:38,Senbere TEFERI,03 MAY 1995,ETH,1,Tilburg (NED),03 SEP 2017
30:38,Karoline Bjerkeli GRØVDAL,14 JUN 1990,NOR,2,Valencia (ESP),09 JAN 2022
30:38,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,6,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023
30:40,Stella CHESANG,01 DEC 1996,UGA,1f1,Cape Town (RSA),15 MAY 2022
30:40,Naomi CHEPNGENO,22 DEC 1994,KEN,5,Valencia (ESP),15 JAN 2023
30:41,Lornah KIPLAGAT,01 MAY 1974,NED,1,San Juan (PUR),29 FEB 2004
30:41,Gladys CHESIR,20 FEB 1993,KEN,1,Berlin (GER),11 OCT 2015
30:41,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,"Cape Elizabeth, ME (USA)",05 AUG 2017
30:41,Jesca CHELANGAT,09 JAN 1998,KEN,1,Durban (RSA),10 JUL 2022
30:43,Paula RADCLIFFE,17 DEC 1973,GBR,1,San Juan (PUR),17 FEB 2002
30:43,Joyce CHEPKIRUI,20 AUG 1988,KEN,1,Appingedam (NED),25 JUN 2011
30:43,Evaline CHIRCHIR,02 FEB 1998,KEN,3,Valencia (ESP),13 JAN 2019
30:43,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,1,Bolzano (ITA),31 DEC 2020
30:44,Lornah KIPLAGAT,01 MAY 1974,KEN,2,"New York, NY (USA)",08 JUN 2002
30:44,Lornah KIPLAGAT,01 MAY 1974,KEN,1,Voorthuizen (NED),24 JUL 2002
30:44,Dorcas Jepchirchir TUITOEK,31 JAN 1998,KEN,2,Bolzano (ITA),31 DEC 2020
30:44,Hellen OBIRI,13 DEC 1989,KEN,2,Bengaluru (IND),15 MAY 2022
30:45,Paula RADCLIFFE,17 DEC 1973,GBR,2,San Juan (PUR),29 FEB 2004
30:45,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KEN,1,Birmingham (GBR),30 APR 2017
30:45,Sandrafelis Chebet TUEI,20 JAN 1998,KEN,3,Valencia (ESP),03 OCT 2021
30:46,Betsy SAINA,30 JUN 1988,KEN,1,Tilburg (NED),07 SEP 2014
30:47,Paula RADCLIFFE,17 DEC 1973,GBR,1,"New York, NY (USA)",09 JUN 2001
30:47,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,1,San Juan (PUR),26 FEB 2012
30:47,Norah JERUTO,02 OCT 1995,KEN,3,Bolzano (ITA),31 DEC 2020
30:47,Joy CHEPTOYEK,15 MAY 2002,UGA,1,Castellón (ESP),26 FEB 2023
30:48,Linet Chepkwemoi MASAI,05 DEC 1989,KEN,1,"New York, NY (USA)",12 JUN 2010
30:48,Glorious JEPKURUI,1998,KEN,3,Lille (FRA),06 NOV 2021
30:48,Gladys CHEPKURUI,17 AUG 1994,KEN,3,Valencia (ESP),09 JAN 2022
30:48,Mercyline CHERONO,04 JAN 1992,KEN,3,Castellón (ESP),27 FEB 2022
30:48,Jesca CHELANGAT,09 JAN 1998,KEN,2f1,Cape Town (RSA),15 MAY 2022
30:48,Caroline NYAGA,07 OCT 1993,KEN,1,Ibiza (ESP),29 JAN 2023
30:48,Dorcas Jepchumba KIMELI,05 JUL 1997,KEN,1,Lille (FRA),19 MAR 2023
30:49,Tirunesh DIBABA,01 OCT 1985,ETH,1,Manchester (GBR),26 MAY 2013
30:49,Purity Temutai KOMEN,01 MAY 1998,KEN,1,Villejuif (FRA),10 OCT 2021
30:50,Lornah KIPLAGAT,01 MAY 1974,NED,1,San Juan (PUR),26 FEB 2006
30:50,Agnes Jebet TIROP,23 OCT 1995,KEN,1,Tilburg (NED),02 SEP 2018
30:50,Rosemary WANJIRU,09 DEC 1994,KEN,4,Valencia (ESP),13 JAN 2019
30:50,Bosena MULATIE,21 NOV 2001,ETH,4,Valencia (ESP),12 JAN 2020
30:50,Mary Wacera NGUGI,17 DEC 1988,KEN,1f1,Middlesbrough (GBR),31 MAY 2021
30:50,Nancy JELAGAT,1986,KEN,3,Herzogenaurach (GER),12 SEP 2021
30:50,Faith CHERONO,18 DEC 1998,KEN,4,Herzogenaurach (GER),30 APR 2022
30:50,Senbere TEFERI,03 MAY 1995,ETH,1,"Atlanta, GA (USA)",04 JUL 2022
30:50,Irine Chepet CHEPTAI,04 FEB 1992,KEN,2,"Atlanta, GA (USA)",04 JUL 2022
30:50,Mercyline CHERONO,04 JAN 1992,KEN,2,Lille (FRA),19 MAR 2023
30:51,Paula RADCLIFFE,17 DEC 1973,GBR,1,London (GBR),07 SEP 2003
30:51,Eva CHERONO,15 AUG 1996,KEN,1,Utrecht (NED),06 OCT 2019
30:51,Samantha HARRISON,01 FEB 1995,GBR,6,Valencia (ESP),15 JAN 2023
30:52,Shalane FLANAGAN,08 JUL 1981,USA,1,"Boston, MA (USA)",26 JUN 2016
30:52,Nigsti HAFTU,08 JUL 1999,ETH,2,Houilles (FRA),29 DEC 2019
30:52,Eilish MCCOLGAN,25 NOV 1990,GBR,1,Manchester (GBR),26 SEP 2021
30:52,Tigst ASSEFA,03 DEC 1996,ETH,1,Langueux (FRA),25 JUN 2022
30:53,Isabella OCHICHI,28 OCT 1979,KEN,1,La Courneuve (FRA),31 MAR 2002
30:53,Hellen OBIRI,13 DEC 1989,KEN,1,Barcelona (ESP),31 DEC 2020
30:53,Tsigie GEBRESELAMA,30 SEP 2000,ETH,2,Langueux (FRA),25 JUN 2022
30:53,Edith JEPCHUMBA,,KEN,2,Castellón (ESP),26 FEB 2023
30:53,Betty CHELANGAT,07 APR 2003,KEN,2,Paderborn (GER),08 APR 2023
30:53,Veronica LOLEO,18 MAR 1998,KEN,7,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023
30:54,Yalemget YAREGAL,23 OCT 2003,ETH,1,Tel Aviv (ISR),24 FEB 2023
30:55,Peres JEPCHIRCHIR,27 SEP 1993,KEN,1,Praha (CZE),05 SEP 2015
30:55,Sheila CHELANGAT,11 APR 1998,KEN,1,Port Gentil (GAB),30 JUN 2019
30:55,Sheila CHEPKIRUI,27 DEC 1990,KEN,1,Durban (RSA),13 OCT 2019
30:55,Violah CHEPTOO,01 MAR 1989,KEN,1,"Phoenix, AZ (USA)",03 NOV 2019
30:55,Mercy CHERONO,07 MAY 1991,KEN,1,Houilles (FRA),18 DEC 2022
30:55,Rino GOSHIMA,29 OCT 1997,JPN,3,Castellón (ESP),26 FEB 2023
30:56,Gladys CHERONO,12 MAY 1983,KEN,1,Ottawa (CAN),23 MAY 2015
30:56,Faith CHERONO,18 DEC 1998,KEN,3,Praha (CZE),03 SEP 2022
30:57,Elvan ABEYLEGESSE,11 SEP 1982,TUR,1,Istanbul (TUR),14 MAY 2006
30:57,Irina MIKITENKO,23 AUG 1972,GER,1,Karlsruhe (GER),13 SEP 2008
30:57,Paskalia Chepkorir KIPKOECH,22 DEC 1988,KEN,1,Santos (BRA),20 MAY 2012
30:57,Gladys CHERONO,12 MAY 1983,KEN,1,Tilburg (NED),02 SEP 2012
30:57,Violah JEPCHUMBA,23 OCT 1990,BRN,2,Birmingham (GBR),30 APR 2017
30:57,Sandrafelis Chebet TUEI,20 JAN 1998,KEN,1,Valencia (ESP),14 JAN 2018
30:57,Evaline CHIRCHIR,02 FEB 1998,KEN,2,Durban (RSA),13 OCT 2019
30:57,Purity Kajuju GITONGA,12 MAY 1996,KEN,3,Paderborn (GER),08 APR 2023
30:58,Emily CHEBET,18 FEB 1986,KEN,2,Tilburg (NED),02 SEP 2012
30:58,Genet YALEW,31 DEC 1992,ETH,1,Tilburg (NED),06 SEP 2015
30:58,Abersh MINSEWO,22 FEB 2001,ETH,4,Lille (FRA),06 NOV 2021
30:58,Brigid KOSGEI,20 FEB 1994,KEN,3,"Atlanta, GA (USA)",04 JUL 2022
30:59,Liz MCCOLGAN,24 MAY 1964,GBR,1,"Orlando, FL (USA)",06 FEB 1988
30:59,Ingrid KRISTIANSEN,21 MAR 1956,NOR,1,"Boston, MA (USA)",09 APR 1989
30:59,Sonia O'SULLIVAN,28 NOV 1969,IRL,1,Milano (ITA),21 MAY 2000
30:59,Lornah KIPLAGAT,01 MAY 1974,NED,1,Tilburg (NED),05 SEP 2004
30:59,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,"New York, NY (USA)",09 JUN 2018
30:59,Senbere TEFERI,03 MAY 1995,ETH,1,"New York, NY (USA)",28 APR 2019
30:59,Helalia JOHANNES,13 AUG 1980,NAM,1,Durban (RSA),23 JUN 2019
30:59,Helen BEKELE,21 NOV 1994,ETH,1f1,Berlin (GER),26 SEP 2020
31:00,Malika ASAHSSAH,24 SEP 1982,MAR,1,Laredo (ESP),21 MAR 2015
31:00,Agnes Jebet TIROP,23 OCT 1995,KEN,2,Tilburg (NED),03 SEP 2017
31:00,Dorcas Jepchirchir TUITOEK,31 JAN 1998,KEN,1,Paderborn (GER),31 MAR 2018
31:00,Karoline Bjerkeli GRØVDAL,14 JUN 1990,NOR,1,Hole (NOR),22 OCT 2022
31:01,Hilde KIBET,27 MAR 1981,NED,1,Schoorl (NED),10 FEB 2008
31:01,Purity Cherotich RIONORIPO,10 JUN 1993,KEN,2,"Cape Elizabeth, ME (USA)",05 AUG 2017
31:01,Sheila CHELANGAT,11 APR 1998,KEN,1,Valenciennes (FRA),31 MAR 2019
31:01,Beatrice Chepkemoi MUTAI,19 APR 1987,KEN,3,Durban (RSA),13 OCT 2019
31:01,Anchinalu DESSIE,09 JAN 2003,ETH,4,Valencia (ESP),09 JAN 2022
31:01,Tomoka KIMURA,12 NOV 1994,JPN,4,Castellón (ESP),26 FEB 2023
31:02,Tegla LOROUPE,09 MAY 1973,KEN,1,Tilburg (NED),06 JUN 1999
31:02,Catherine NDEREBA,21 JUL 1972,KEN,1,Budapest (HUN),14 OCT 2001
31:02,Lornah KIPLAGAT,01 MAY 1974,NED,1,San Juan (PUR),24 FEB 2008
31:02,Joyce CHEPKIRUI,20 AUG 1988,KEN,1,Berlin (GER),12 OCT 2014
31:02,Emily CHEBET,18 FEB 1986,KEN,2,Berlin (GER),12 OCT 2014
31:02,Alice Aprot NAWOWUNA,02 JAN 1994,KEN,2,Berlin (GER),11 OCT 2015
31:02,Antonina KWAMBAI,01 APR 1992,KEN,5,Valencia (ESP),13 JAN 2019
31:02,Esther BORURA,05 JAN 2000,KEN,5,Herzogenaurach (GER),30 APR 2022
31:02,Genzebe DIBABA,08 FEB 1991,ETH,3f1,Cape Town (RSA),15 MAY 2022
31:02,Fancy CHEMUTAI,20 MAR 1995,KEN,4,"Atlanta, GA (USA)",04 JUL 2022
31:02,Mirriam CHEBET,2000,KEN,2,Langueux (FRA),17 JUN 2023
31:03,Asmae LEGHZAOUI,30 AUG 1976,MAR,1,Marseille (FRA),01 MAY 2001
31:03,Shalane FLANAGAN,08 JUL 1981,USA,2,Tilburg (NED),06 SEP 2015
31:03,Tirunesh DIBABA,01 OCT 1985,ETH,1,Manchester (GBR),28 MAY 2017
31:03,Faith CHEPKOECH,08 MAR 1993,KEN,1,Valenciennes (FRA),03 APR 2022
31:03,Eva CHERONO,15 AUG 1996,KEN,2,Valenciennes (FRA),03 APR 2022
31:03,Esther BORURA,05 JAN 2000,KEN,4,Praha (CZE),03 SEP 2022
31:03,Zenah Jemutai YEGO,02 DEC 2002,KEN,1,Laredo (ESP),11 MAR 2023
31:03,Esther BORURA,05 JAN 2000,KEN,8,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023
31:04,Mamitu DASKA,16 OCT 1983,ETH,1,"Boston, MA (USA)",22 JUN 2014
31:04,Brillian Jepkorir KIPKOECH,01 MAR 1995,KEN,2,"Boston, MA (USA)",23 JUN 2019
31:04,Rosemary WANJIRU,09 DEC 1994,KEN,5,"Atlanta, GA (USA)",04 JUL 2022
31:04,Emily CHEBET,18 FEB 1986,KEN,1,Valenciennes (FRA),02 APR 2023
31:05,Lornah KIPLAGAT,01 MAY 1974,NED,1,San Juan (PUR),25 FEB 2007
31:05,Margaret Wangari MURIUKI,21 MAR 1986,KEN,1,Marseille (FRA),01 MAY 2010
31:05,Gorreti JEPKOECH,07 MAR 1994,KEN,1,Praha (CZE),06 SEP 2014
31:05,Emily CHEBET,18 FEB 1986,KEN,2,Tilburg (NED),07 SEP 2014
31:05,Joyciline JEPKOSGEI,08 DEC 1993,KEN,1,"Cape Elizabeth, ME (USA)",03 AUG 2019
31:05,Vicoty CHEPNGENO,12 NOV 1993,KEN,7,Valencia (ESP),15 JAN 2023
31:05,Viola CHEPNGENO,03 FEB 1998,KEN,2,Valenciennes (FRA),02 APR 2023
31:06,Lynn JENNINGS,01 JUL 1960,USA,1,"Orlando, FL (USA)",03 MAR 1990
31:06,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,London (GBR),31 MAY 2010
31:06,Margaret Wangari MURIUKI,21 MAR 1986,KEN,3,Berlin (GER),12 OCT 2014
31:06,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,2,"Boston, MA (USA)",26 JUN 2016
31:06,Faith CHERONO,18 DEC 1998,KEN,1,Lille (FRA),20 MAR 2022
31:06,Sharon LOKEDI,10 MAR 1994,KEN,4,Manchester (GBR),22 MAY 2022
31:07,Liz MCCOLGAN,24 MAY 1964,GBR,1,"Orlando, FL (USA)",21 FEB 1987
31:07,Berhane ADERE,23 NOV 1973,ETH,1,Manchester (GBR),21 MAY 2006
31:07,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,1,San Juan (PUR),28 FEB 2010
31:07,Belaynesh OLJIRA,26 JUN 1990,ETH,2,Marseille (FRA),01 MAY 2010
31:07,Edith CHELIMO,16 JUL 1986,KEN,1,Brunssum (NED),03 APR 2016
31:07,Tsehay GEMECHU,12 DEC 1998,ETH,2,Tilburg (NED),02 SEP 2018
31:08,Linet Chepkwemoi MASAI,05 DEC 1989,KEN,1,Glasgow (GBR),09 MAY 2010
31:08,Joyciline JEPKOSGEI,08 DEC 1993,KEN,2,Praha (CZE),10 SEP 2016
31:08,Tirunesh DIBABA,01 OCT 1985,ETH,1,Manchester (GBR),20 MAY 2018
31:08,Gete ALEMAYEHU,27 AUG 1998,ETH,3,Houilles (FRA),29 DEC 2019
31:08,Betty Chepkemoi KIBET,03 APR 2000,KEN,4,Valencia (ESP),03 OCT 2021
31:08,Purity Temutai KOMEN,01 MAY 1998,KEN,5,Lille (FRA),06 NOV 2021
31:09,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,2,San Juan (PUR),28 FEB 2010
31:09,Joyce CHEPKIRUI,20 AUG 1988,KEN,2,San Juan (PUR),26 FEB 2012
31:09,Tirunesh DIBABA,01 OCT 1985,ETH,1,Manchester (GBR),18 MAY 2014
31:09,Caroline CHEPKEMOI,01 MAR 1993,KEN,2,Valenciennes (FRA),31 MAR 2019
31:09,Dorcas Jepchumba KIMELI,05 JUL 1997,KEN,1,Ottawa (CAN),25 MAY 2019
31:09,Lonah Chemtai SALPETER,12 DEC 1988,ISR,5,Valencia (ESP),12 JAN 2020
31:09,Betty Chepkemoi KIBET,03 APR 2000,KEN,4,Herzogenaurach (GER),12 SEP 2021
31:09,Rosemary WANJIRU,09 DEC 1994,KEN,5,Valencia (ESP),03 OCT 2021
31:10,Asmae LEGHZAOUI,30 AUG 1976,MAR,1,"Cleveland, OH (USA)",22 MAY 2005
31:10,Joyce CHEPKIRUI,20 AUG 1988,KEN,3,Tilburg (NED),02 SEP 2012
31:10,Betsy SAINA,30 JUN 1988,KEN,2,"Boston, MA (USA)",22 JUN 2014
31:10,Bekelech GUDETA,11 OCT 1997,ETH,6,Herzogenaurach (GER),30 APR 2022
31:10,Judith KIYENG,10 DEC 1993,KEN,1,Lille (FRA),01 OCT 2022
31:11,Susan CHEPKEMEI,25 JUN 1975,KEN,1,Tilburg (NED),08 SEP 2002
31:11,Sutume Asefa KEBEDE,11 DEC 1994,ETH,3,Berlin (GER),11 OCT 2015
31:11,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,1,Houilles (FRA),18 DEC 2016
31:11,Susan KRUMINS,08 JUL 1986,NED,2,Schoorl (NED),10 FEB 2019
