Mark,Competitor,DOB,Nat,Pos,Venue,Date
19:46,Kjersti TYSSE-PLÄTZER,18 JAN 1972,NOR,1,Hildesheim (GER),27 AUG 2006
20:08,Kjersti TYSSE-PLÄTZER,18 JAN 1972,NOR,1,Hildesheim (GER),13 SEP 2003
20:11,Gillian O'SULLIVAN,21 AUG 1976,IRL,1,Kraków (POL),14 JUN 2003
20:13,Elisabetta PERRONE,09 JUL 1968,ITA,1,Rieti (ITA),02 AUG 2003
20:13,Gillian O'SULLIVAN,21 AUG 1976,IRL,1,Santry (IRL),09 AUG 2003
20:16,Yelena NIKOLAYEVA,01 FEB 1966,RUS,2,Kraków (POL),14 JUN 2003
20:24,Yelena GINKO,30 JUL 1976,BLR,2,Hildesheim (GER),27 AUG 2006
20:25,Kerry SAXBY,02 JUN 1961,AUS,1,Hildesheim (GER),10 JUN 1989
20:29,Valentina TSYBULSKAYA,19 FEB 1968,BLR,2,Hildesheim (GER),13 SEP 2003
20:34,Kerry SAXBY,02 JUN 1961,AUS,1,Hildesheim (GER),24 SEP 1987
20:34,Yelena NIKOLAYEVA,01 FEB 1966,RUS,3,Hildesheim (GER),13 SEP 2003
20:36,Alina IVANOVA,16 MAR 1969,URS,1,L'Hospitalet (ESP),21 APR 1991
20:36,Gillian O'SULLIVAN,21 AUG 1976,IRL,1,Sligo (IRL),30 MAY 2004
20:37,Olga KARDOPOLTSEVA,11 SEP 1966,URS,2,L'Hospitalet (ESP),21 APR 1991
20:37,Claudia IOVAN,25 FEB 1978,ROU,1,L’Hospitalet-près-l’Andorre (FRA),30 MAY 1999
20:37,Susana FEITOR,28 JAN 1975,POR,1,Kraków (POL),09 JUN 2001
20:38,Vera MAKOLOVA-NACHARKINA,17 FEB 1966,URS,1,Leningrad (URS),05 AUG 1989
20:38,Melanie SEEGER,08 JAN 1977,GER,4,Hildesheim (GER),13 SEP 2003
20:38,Kjersti TYSSE-PLÄTZER,18 JAN 1972,NOR,1,Os (NOR),12 JUN 2009
20:40,Kerry SAXBY,02 JUN 1961,AUS,1,L'Hospitalet (ESP),06 MAY 1990
20:40,Elisabetta PERRONE,09 JUL 1968,ITA,3,Kraków (POL),14 JUN 2003
20:41,Olga KARDOPOLTSEVA,11 SEP 1966,URS,1,Alushta (URS),05 MAY 1990
20:42,Olga KANISKINA,19 JAN 1985,RUS,1,Saransk (RUS),10 JUN 2006
20:44,Kerry SAXBY-JUNNA,02 JUN 1961,AUS,1,L'Hospitalet (ESP),12 MAY 1992
20:44,Kjersti TYSSE-PLÄTZER,18 JAN 1972,NOR,4,Kraków (POL),14 JUN 2003
20:45,Ileana SALVADOR,16 JAN 1962,ITA,1,Duisburg (GER),29 AUG 1989
20:46,Kerry SAXBY,02 JUN 1961,AUS,1,La Coruña (ESP),12 MAY 1990
20:47,Lyudmila ARKHIPOVA,12 SEP 1980,RUS,2,Saransk (RUS),10 JUN 2006
20:48,Yelena NIKOLAYEVA,01 FEB 1966,RUS,1,L'Hospitalet (ESP),29 MAY 1994
20:48,Melanie SEEGER,08 JAN 1977,GER,5,Kraków (POL),14 JUN 2003
20:51,Tamara KOVALENKO,05 JUN 1964,RUS,1f1,Moskva (RUS),03 MAY 1998
20:52,Kerry SAXBY,02 JUN 1961,AUS,1,Adelaide (AUS),16 OCT 1988
20:52,Vera MAKOLOVA-NACHARKINA,17 FEB 1966,URS,2,Duisburg (GER),29 AUG 1989
20:52,Yevdokiya KOROTKOVA,28 FEB 1979,RUS,3,Saransk (RUS),10 JUN 2006
20:53,Sada BUKŠNIENÉ-EIDIKYTÉ,22 JUN 1967,URS,2,Hildesheim (GER),10 JUN 1989
20:53,Sabine ZIMMER-KRANTZ,06 FEB 1981,GER,3,Hildesheim (GER),27 AUG 2006
20:55,Beate ANDERS,04 FEB 1968,GDR,2,La Coruña (ESP),12 MAY 1990
20:55,Yelena GINKO,30 JUL 1976,BLR,5,Hildesheim (GER),13 SEP 2003
20:56,Susana FEITOR,28 JAN 1975,POR,1,Kraków (POL),08 JUN 2002
20:56,Melanie SEEGER,08 JAN 1977,GER,1,Ulm (GER),28 JUN 2003
20:56,Irina YEZHOVA,25 JUN 1986,RUS,4,Saransk (RUS),10 JUN 2006
20:58,Alina IVANOVA,16 MAR 1969,RUS,2,L'Hospitalet (ESP),12 MAY 1992
20:59,Kerry SAXBY,02 JUN 1961,AUS,1,Bad Krozingen (FRG),22 AUG 1987
21:01,Kerry SAXBY,02 JUN 1961,AUS,1,Fürth (GER),08 AUG 1987
21:01,Kerry SAXBY,02 JUN 1961,AUS,1,Mézidon-Canon (FRA),04 JUN 1989
21:01,Nadezhda RYASHKINA,22 JAN 1967,RUS,2,Kraków (POL),08 JUN 2002
21:01,Lyudmila YEFIMKINA,22 AUG 1981,RUS,1,Moskva (RUS),25 SEP 2005
21:01,Lyudmila YEFIMKINA,22 AUG 1981,RUS,1,Buy (RUS),25 SEP 2005
21:02,Olga LUKYANCHUK,07 DEC 1976,UKR,1,Kyiv (UKR),16 JUN 2000
21:03,Kerry SAXBY,02 JUN 1961,AUS,1,Mézidon-Canon (FRA),08 MAY 1988
21:03,Katarzyna RADTKE,31 AUG 1969,POL,,Sopot (POL),04 MAY 1996
21:03,Nadezhda RYASHKINA,22 JAN 1967,RUS,2f2,Moskva (RUS),03 MAY 1998
21:04,Tamara KOVALENKO,05 JUN 1964,URS,1,Odessa (URS),20 AUG 1988
21:04,Yelena GRUZINOVA,1967,URS,2,Leningrad (URS),05 AUG 1989
21:04,María VASCO,26 DEC 1975,ESP,1,Barcelona (ESP),06 FEB 2005
21:04,Yelena GINKO,30 JUL 1976,BLR,1,Hildesheim (GER),28 AUG 2005
21:05,Sabine ZIMMER-KRANTZ,06 FEB 1981,GER,2,Ulm (GER),28 JUN 2003
21:05,Irina PUDOVKINA,11 FEB 1980,RUS,2,Moskva (RUS),25 SEP 2005
21:05,Irina PUDOVKINA,11 FEB 1980,RUS,2,Buy (RUS),25 SEP 2005
21:05,Xizhen YANG,11 MAR 2006,CHN,1,Taicang (CHN),08 APR 2023
21:06,Anisiya KORNIKOVA-KIRDYAPKINA,23 OCT 1989,RUS,5,Saransk (RUS),10 JUN 2006
21:06,Sabine ZIMMER-KRANTZ,06 FEB 1981,GER,1,Ulm (GER),15 JUL 2006
21:07,Kerry SAXBY,02 JUN 1961,AUS,1,Canberra (AUS),07 JUN 1987
21:07,Valentina TSYBULSKAYA,19 FEB 1968,BLR,1,Druskininkai (LTU),07 SEP 2003
21:09,Olga KARDOPOLTSEVA,11 SEP 1966,URS,3,Leningrad (URS),05 AUG 1989
21:09,Elisa RIGAUDO,17 JUN 1980,ITA,1,Firenze (ITA),10 JUL 2004
21:10,Ileana SALVADOR,16 JAN 1962,ITA,1,Arzignano (ITA),12 JUN 1993
21:10,Elisa RIGAUDO,17 JUN 1980,ITA,2,Rieti (ITA),02 AUG 2003
21:10,Yelena GINKO,30 JUL 1976,BLR,1,Druskininkai (LTU),04 SEP 2004
21:10,Tatyana KALMYKOVA,10 JAN 1990,RUS,1,Cheboksary (RUS),16 JUN 2007
21:10,Nadezhda SERGEYEVA,12 MAR 1994,RUS,1,Voronovo (RUS),24 AUG 2019
21:12,Tatyana KOROTKOVA,24 APR 1980,RUS,3,Moskva (RUS),25 SEP 2005
21:12,Tatyana KOROTKOVA,24 APR 1980,RUS,3,Buy (RUS),25 SEP 2005
21:12,Lyudmila ARKHIPOVA,12 SEP 1980,RUS,1,Buy (RUS),24 SEP 2006
21:12,Viktória MADARÁSZ,12 MAY 1985,HUN,1,Nitra (SVK),25 SEP 2014
21:13,Yelena SAYKO,24 DEC 1967,URS,4,Leningrad (URS),05 AUG 1989
21:13,Larisa YEMELYANOVA,06 JAN 1980,RUS,4,Moskva (RUS),25 SEP 2005
