Mark,Competitor,DOB,Nat,Pos,Venue,Date
14:19,Ejgayehu TAYE,10 FEB 2000,ETH,1,Barcelona (ESP),31 DEC 2021
14:21,Ejgayehu TAYE,10 FEB 2000,ETH,1,Barcelona (ESP),31 DEC 2022
14:29,Francine NIYONSABA,05 MAY 1993,BDI,1,"Sechseläutenplatz, Zürich (SUI)",08 SEP 2021
14:29,Senbere TEFERI,03 MAY 1995,ETH,1,Herzogenaurach (GER),12 SEP 2021
14:30,Hellen OBIRI,13 DEC 1989,KEN,2,"Sechseläutenplatz, Zürich (SUI)",08 SEP 2021
14:31,Ejgayehu TAYE,10 FEB 2000,ETH,3,"Sechseläutenplatz, Zürich (SUI)",08 SEP 2021
14:32,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,4,"Sechseläutenplatz, Zürich (SUI)",08 SEP 2021
14:32,Joyciline JEPKOSGEI,08 DEC 1993,KEN,,Praha (CZE),09 SEP 2017
14:32,Beatrice CHEBET,05 MAR 2000,KEN,1,"Sechseläutenplatz, Zürich (SUI)",07 SEP 2022
14:32,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,2,"Sechseläutenplatz, Zürich (SUI)",07 SEP 2022
14:33,Gudaf TSEGAY,23 JUN 1997,ETH,3,"Sechseläutenplatz, Zürich (SUI)",07 SEP 2022
14:33,Ejgayehu TAYE,10 FEB 2000,ETH,4,"Sechseläutenplatz, Zürich (SUI)",07 SEP 2022
14:35,Caroline NYAGA,07 OCT 1993,KEN,1,Lille (FRA),19 MAR 2023
14:35,Mekides ABEBE,29 JAN 2001,ETH,2,Lille (FRA),19 MAR 2023
14:37,Eva CHERONO,15 AUG 1996,KEN,5,"Sechseläutenplatz, Zürich (SUI)",08 SEP 2021
14:37,Senbere TEFERI,03 MAY 1995,ETH,1,Herzogenaurach (GER),30 APR 2022
14:38,Sifan HASSAN,01 JAN 1993,NED,5,"Sechseläutenplatz, Zürich (SUI)",07 SEP 2022
14:38,Alicia MONSON,13 MAY 1998,USA,6,"Sechseläutenplatz, Zürich (SUI)",07 SEP 2022
14:39,Dawit SEYAUM,27 JUL 1996,ETH,1,Lille (FRA),06 NOV 2021
14:40,Doris Lengole CHEROP,05 FEB 2002,KEN,3,Lille (FRA),19 MAR 2023
14:41,Elizabeth POTTER,27 DEC 1991,GBR,1f6,Barrowford (GBR),03 APR 2021
14:42,Norah JERUTO,02 OCT 1995,KEN,2,Lille (FRA),06 NOV 2021
14:43,Beatrice CHEPKOECH,06 JUL 1991,KEN,1,Monaco (MON),14 FEB 2021
14:44,Fantu WORKU,29 MAR 1999,ETH,6,"Sechseläutenplatz, Zürich (SUI)",08 SEP 2021
14:44,Sifan HASSAN,01 JAN 1993,NED,1,Monaco (MON),17 FEB 2019
14:45,Eilish MCCOLGAN,25 NOV 1990,GBR,1,Málaga (ESP),24 APR 2022
14:46,Meseret DEFAR,19 NOV 1983,ETH,1,"Carlsbad, CA (USA)",09 APR 2006
14:46,Violah JEPCHUMBA,23 OCT 1990,BRN,,Praha (CZE),10 SEP 2016
14:46,Medina EISA,03 JAN 2005,ETH,1,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023
14:46,Senbere TEFERI,03 MAY 1995,ETH,2,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023
14:47,Lornah KIPLAGAT,01 MAY 1974,NED,1,Brunssum (NED),28 MAR 2004
14:47,Fantu WORKU,29 MAR 1999,ETH,1,Lille (FRA),20 MAR 2022
14:48,Genzebe DIBABA,08 FEB 1991,ETH,1,"Carlsbad, CA (USA)",29 MAR 2015
14:48,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KEN,,Praha (CZE),08 SEP 2018
14:48,Girmawit GEBRZIHAIR,21 NOV 2001,ETH,3,"Adi-Dassler-Straße 1, Herzogenaurach (GER)",29 APR 2023
14:49,Gladys CHEPKURUI,17 AUG 1994,KEN,1,Wien (AUT),03 OCT 2021
14:49,Senbere TEFERI,03 MAY 1995,ETH,1,"Boston, MA (USA)",16 APR 2022
14:50,Molly HUDDLE,31 AUG 1984,USA,1,"Boston, MA (USA)",18 APR 2015
14:51,Lilian Kasait RENGERUK,03 MAY 1997,KEN,7,"Sechseläutenplatz, Zürich (SUI)",08 SEP 2021
14:51,Paula RADCLIFFE,17 DEC 1973,GBR,1,London (GBR),14 SEP 2003
14:51,Tirunesh DIBABA,01 OCT 1985,ETH,1,"Carlsbad, CA (USA)",03 APR 2005
14:51,Sentayehu EJIGU,28 JUN 1985,ETH,2,"Boston, MA (USA)",18 APR 2015
14:52,Mamitu DASKA,16 OCT 1983,ETH,3,"Boston, MA (USA)",18 APR 2015
14:52,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,2,Barcelona (ESP),31 DEC 2022
14:53,Isabella OCHICHI,28 OCT 1979,KEN,1,"Carlsbad, CA (USA)",28 MAR 2004
14:53,Isabella OCHICHI,28 OCT 1979,KEN,2,"Carlsbad, CA (USA)",09 APR 2006
14:53,Medina EISA,03 JAN 2005,ETH,2,Herzogenaurach (GER),30 APR 2022
14:54,Berhane ADERE,23 NOV 1973,ETH,1,"Carlsbad, CA (USA)",13 APR 2003
14:54,Deena KASTOR,14 FEB 1973,USA,1,"Carlsbad, CA (USA)",07 APR 2002
14:54,Buze DIRIBA,09 FEB 1994,ETH,1,"Boston, MA (USA)",15 APR 2017
14:54,Melknat WUDU,03 JAN 2005,ETH,2,Herzogenaurach (GER),12 SEP 2021
14:54,Nigsti HAFTU,08 JUL 1999,ETH,3,Herzogenaurach (GER),12 SEP 2021
14:54,Meskerem MAMO,13 APR 1999,ETH,3,Lille (FRA),06 NOV 2021
14:55,Isabella OCHICHI,28 OCT 1979,KEN,2,"Carlsbad, CA (USA)",03 APR 2005
