Mark,Competitor,DOB,Nat,Pos,Venue,Date
34.41,Shaunae MILLER-UIBO,15 APR 1994,BAH,1f1,"Mestský Stadion, Ostrava (CZE)",20 JUN 2019
34.6,Beatrice MASILINGI,10 APR 2003,NAM,1,"Pilditch Stadium, Pretoria (RSA)",18 FEB 2023
35.16,Marileidy PAULINO,25 OCT 1996,DOM,1,"Pista Basilio Rodriguez, Carolina (PUR)",17 MAR 2023
35.3,Ana Gabriela GUEVARA,04 MAR 1977,MEX,1,Ciudad de México (MEX),03 MAY 2003
35.46,Kathy COOK,03 MAY 1960,GBR,1,London (GBR),18 AUG 1984
35.46,Chandra CHEESEBOROUGH,10 JAN 1959,USA,2,London (GBR),18 AUG 1984
35.51,Kathy COOK,03 MAY 1960,GBR,1,London (GBR),09 SEP 1983
35.7,Irena SZEWIŃSKA,24 MAY 1946,POL,1,London (GBR),04 JUL 1975
35.7,Lea SPRUNGER,05 MAR 1990,SUI,1f1,Langenthal (SUI),25 MAY 2017
35.71,Donna FRASER,07 NOV 1972,GBR,1,Gateshead (GBR),28 AUG 2000
35.74,Courtney OKOLO,15 MAR 1994,USA,1,"Houston, TX (USA)",23 JUL 2016
35.81,Silke-Beate KNOLL,21 FEB 1967,FRG,1,Olpe (GER),19 MAY 1990
35.82,Cydonie MOTHERSILL,19 MAR 1978,CAY,1,Sydney (AUS),14 SEP 2000
35.91,Brittany BROWN,18 APR 1995,USA,2f1,"Mestský Stadion, Ostrava (CZE)",20 JUN 2019
35.92,Ana Gabriela GUEVARA,04 MAR 1977,MEX,1,"International Stadium, Gateshead (GBR)",19 AUG 2001
35.99,Merlene OTTEY,10 MAY 1960,JAM,3,London (GBR),18 AUG 1984
36.0,Katharine MERRY,21 SEP 1974,GBR,2,Gateshead (GBR),28 AUG 2000
36.0,LaTasha COLANDER,23 AUG 1976,USA,3,Gateshead (GBR),28 AUG 2000
36.01,Michelle SCUTT,17 JUN 1960,GBR,1,London (GBR),13 JUL 1980
36.07,Jearl MILES-CLARK,04 SEP 1966,USA,2,Sydney (AUS),14 SEP 2000
36.08,Cydonie MOTHERSILL,19 MAR 1978,CAY,2,"International Stadium, Gateshead (GBR)",19 AUG 2001
36.1,Kaltouma NADJINA,16 NOV 1976,CHA,3,"International Stadium, Gateshead (GBR)",19 AUG 2001
36.11,Ana Gabriela GUEVARA,04 MAR 1977,MEX,1,Ljubljana (SLO),10 AUG 2004
36.12,Jaide STEPTER BAYNES,25 SEP 1994,USA,3f1,"Mestský Stadion, Ostrava (CZE)",20 JUN 2019
